year,adj,noun,period,category
1900,fragrant,foot-bath,C,Cleanness/dirtiness
1900,fragrant,breath,C,Source/principle of life
1900,fragrant,night,C,Day and night
1900,scented,content,C,Pleasurable
1900,fragrant,shrub,C,Drink
1900,fragrant,night,C,Day and night
1900,scented,flower,C,Quality of being good
1900,perfumed,sanctity,C,Aspects of faith
1900,sweet-smelling,lime,C,Form/make into a whole
1900,scented,pomatum,C,Beautification
1900,fragrant,glen,C,Land
1900,perfumed,missive,C,Correspondence
1900,fragrant,flower,C,Quality of being good
1900,perfumed,glove,C,Clothing
1900,scented,roof,C,Relative position
1900,scented,floor,C,Land
1900,fragrant,smoke,C,Affect the senses
1901,fragrant,posy,C,Knowledge
1901,fragrant,strewings,C,Death
1901,perfumed,chapel,C,Artefacts
1901,fragrant,oak,C,Particular plants
1901,fragrant,wreath,C,Farming
1901,scented,gum,C,Constitution of matter
1901,perfumed,oil,C,Food
1901,perfumed,hair,C,Extension in space
1901,scented,water,C,Cleanness/dirtiness
1901,scented,water,C,Cleanness/dirtiness
1901,perfumed,oil,C,Food
1901,perfumed,field,C,Knowledge
1902,perfumed,air,C,Gas
1902,sweet-smelling,cologne,C,Smell/odour
1902,fragrant,promise,C,Speech
1902,fragrant,smoke,C,Affect the senses
1902,scented,dusk,C,Light
1902,fragrant,trailer,C,Hunting
1902,fragrant,wax,C,Change
1902,scented,spring,C,Spring
1902,fragrant,garden,C,Farming
1902,scented,box,C,Measurement
1902,fragrant,night,C,Day and night
1902,fragrant,bodice,C,Clothing
1902,fragrant,silk,C,Textiles
1902,scented,room,C,Space
1902,perfumed,shower,C,Liquid
1902,fragrant,java,C,Drink
1902,fragrant,springlike,C,Pertaining to a period
1902,fragrant,loneliness,C,Social relations
1902,fragrant,odor,C,Smell/odour
1902,fragrant,pillow,C,Cause to have specific position/arrangement
1902,fragrant,dewy,C,Liquid
1902,fragrant,incense,C,Smell/odour
1902,fragrant,air,C,Gas
1902,fragrant,air,C,Gas
1902,fragrant,air,C,Gas
1902,fragrant,warmth,C,Properties of materials
1902,fragrant,breathe,C,The body
1902,fragrant,scent,C,Hunting
1902,scented,grass,C,Farming
1902,fragrant,blossom,C,NA
1902,fragrant,emerald,C,Materials
1902,fragrant,oil,C,Food
1902,perfumed,wood,C,Materials
1902,scented,wood,C,Materials
1902,scented,forest,C,Hunting
1902,fragrant,violet,C,Particular plants
1902,fragrant,lilac,C,Particular plants
1902,scented,odor,C,Smell/odour
1902,fragrant,bath,C,Relative position
1902,fragrant,odor,C,Smell/odour
1902,perfumed,gallant,C,Social class
1902,fragrant,steam,C,Liquid
1902,perfumed,note,C,Take notice of
1902,fragrant,julep,C,Healing/cure
1902,perfumed,air,C,Gas
1902,fragrant,english,C,Translate
1902,scented,fan,C,Gas
1902,fragrant,bowers,C,NA
1903,scented,silvery,C,Perceived by ear
1903,perfumed,emptiness,C,Space
1903,fragrant,steam,C,Liquid
1903,fragrant,flower,C,Quality of being good
1903,fragrant,eddy,C,Water
1903,fragrant,heart,C,Love
1904,fragrant,lily,C,Indication
1904,perfumed,atmosphere,C,"Atmosphere, weather"
1904,fragrant,beverage,C,Drink
1904,fragrant,pine,C,Suffering
1904,fragrant,wine,C,Drink
1904,sweet-smelling,herb,C,Healing/cure
1904,fragrant,supper,C,Food
1904,scented,lane,C,Means of travel
1904,scented,society,C,Social relations
1904,fragrant,refuge,C,Safety
1904,scented,note,C,Take notice of
1905,scented,joy,C,Pleasure
1905,scented,hour,C,Period
1905,fragrant,blossom,C,NA
1905,scented,water,C,Cleanness/dirtiness
1905,fragrant,smell,C,Smell/odour
1905,fragrant,lock,C,Water
1905,fragrant,garden,C,Farming
1905,sweet-smelling,oil,C,Food
1905,sweet-smelling,incense,C,Smell/odour
1905,fragrant,grass,C,Farming
1905,fragrant,perfume,C,Smell/odour
1905,sweet-smelling,musk,C,Healing/cure
1905,scented,wind,C,Cause to have specific position/arrangement
1905,scented,grass,C,Farming
1905,fragrant,grass,C,Farming
1905,scented,breeze,C,"Atmosphere, weather"
1905,fragrant,breeze,C,"Atmosphere, weather"
1905,perfumed,day,C,Particular time
1905,fragrant,hay,C,Dancing
1905,fragrant,lavender,C,Particular plants
1906,scented,wind,C,Cause to have specific position/arrangement
1906,fragrant,tea,C,Particular plants
1906,scented,bad,C,Inferior
1906,fragrant,cup,C,Suffering
1906,fragrant,breath,C,Source/principle of life
1906,perfumed,tress,C,The body
1906,perfumed,hair,C,Extension in space
1906,fragrant,room,C,Space
1906,sweet-smelling,sponge,C,Clean by wiping
1906,perfumed,padding,C,Pertaining to progressive motion
1906,perfumed,night,C,Day and night
1906,fragrant,air,C,Gas
1906,perfumed,lotus-bearing,C,NA
1907,fragrant,cobweb,C,Invertebrates
1907,scented,hedge,C,Safety
1907,scented,lime,C,Form/make into a whole
1907,perfumed,wind,C,Cause to have specific position/arrangement
1907,fragrant,bud,C,Part of plant
1907,scented,sandal,C,Clothing
1907,scented,paper,C,Writing
1907,fragrant,geranium,C,Particular plants
1907,fragrant,court,C,Inhabited place
1907,scented,trouble,C,Suffer mental pain
1907,scented,soap,C,Cleanness/dirtiness
1907,scented,soap,C,Cleanness/dirtiness
1907,scented,soap,C,Cleanness/dirtiness
1908,scented,sheet,C,Navigation
1908,fragrant,harbinger,C,Inhabited place
1908,fragrant,emblem,C,Representation
1908,fragrant,smell,C,Smell/odour
1908,perfumed,silk,C,Textiles
1908,perfumed,linen,C,Textiles
1908,fragrant,hedge,C,Safety
1908,fragrant,path,C,Means of travel
1908,perfumed,water,C,Cleanness/dirtiness
1908,fragrant,flower,C,Quality of being good
1908,fragrant,cluster,C,Biology
1908,fragrant,cedar,C,Materials
1908,sweet-smelling,pine,C,Suffering
1908,fragrant,stillness,C,Calmness
1908,scented,grass,C,Farming
1908,scented,june,C,Period
1908,fragrant,thing,C,Person
1909,scented,stationery,C,Pertaining to writing
1909,scented,letter,C,Writing
1909,scented,moss,C,Particular plants
1909,scented,moss,C,Particular plants
1909,fragrant,extract,C,Place
1909,scented,night,C,Day and night
1909,fragrant,smoke,C,Affect the senses
1909,fragrant,coffee,C,Drink
1909,perfumed,air,C,Gas
1909,fragrant,petal,C,Part of plant
1909,fragrant,night,C,Day and night
1909,fragrant,sheet,C,Navigation
1909,fragrant,white,C,Make white
1909,fragrant,heap,C,Suffer mental pain
1909,fragrant,charm,C,The occult
1909,sweet-smelling,thing,C,Person
1909,fragrant,spice,C,Sleeping and waking
1909,fragrant,brown,C,Pertaining to colour
1909,fragrant,pawpaws,C,NA
1909,scented,trouble,C,Suffer mental pain
1909,fragrant,branch,C,Wholeness
1909,fragrant,leaf,C,Relative position
1909,scented,leaf,C,Relative position
1909,sweet-smelling,spruce,C,Manner of action
1909,perfumed,notepaper,C,Writing
1909,fragrant,charm,C,The occult
1909,fragrant,whiff,C,Hear
1909,fragrant,haze,C,"Atmosphere, weather"
1909,fragrant,thicket,C,Relative position
1909,fragrant,smoke,C,Affect the senses
1909,fragrant,bark,C,Speak
1909,fragrant,dried,C,Liquid
1909,fragrant,sage,C,Able to understand
1909,fragrant,silence,C,Speech
1909,fragrant,loveliness,C,Beauty
1909,perfumed,night,C,Day and night
1910,scented,sheet,C,Navigation
1910,scented,dew,C,Liquid
1910,perfumed,bath,C,Relative position
1910,fragrant,forest,C,Hunting
1910,scented,breath,C,Source/principle of life
1910,fragrant,silence,C,Speech
1910,fragrant,storm-wind,C,"Atmosphere, weather"
1910,fragrant,land,C,Navigate/sail (a stretch of water)
1910,sweet-smelling,grass,C,Farming
1910,fragrant,coffee,C,Drink
1910,scented,danger,C,Harm/detriment
1910,fragrant,coffee,C,Drink
1911,fragrant,havana,C,"Use of drugs, poison"
1911,fragrant,heart,C,Love
1911,fragrant,shadow,C,Physics
1911,fragrant,darkness,C,Worship
1911,fragrant,pine,C,Suffering
1911,fragrant,set,C,Follow (a course of behaviour)
1911,fragrant,summer,C,Period
1911,fragrant,darkness,C,Worship
1911,fragrant,smoke,C,Affect the senses
1911,scented,room,C,Space
1911,scented,shave,C,Beautify
1911,fragrant,sheet,C,Navigation
1911,fragrant,cloud,C,"Atmosphere, weather"
1911,fragrant,fold,C,Shape
1911,scented,air,C,Gas
1911,fragrant,taint,C,Cause/effect (harm)
1912,fragrant,summer,C,Period
1912,perfumed,air,C,Gas
1912,fragrant,breeze,C,"Atmosphere, weather"
1912,fragrant,coolness,C,Behaviour
1912,fragrant,beauty,C,Beauty
1912,fragrant,mint,C,Speak/say/utter
1912,perfumed,breath,C,Source/principle of life
1912,fragrant,cup,C,Suffering
1912,scented,pink,C,Navigation
1912,perfumed,freshness,C,Cleanness/dirtiness
1912,scented,glove,C,Clothing
1912,fragrant,earth,C,Land
1913,fragrant,smell,C,Smell/odour
1913,fragrant,bloom,C,Part of plant
1913,scented,air,C,Gas
1913,scented,purple,C,Clothing
1913,scented,grass,C,Farming
1913,perfumed,soap,C,Cleanness/dirtiness
1913,fragrant,brake,C,By growth/development
1913,fragrant,water-lily,C,Particular plants
1913,fragrant,heap,C,Suffer mental pain
1913,scented,air,C,Gas
1913,scented,wind,C,Cause to have specific position/arrangement
1913,scented,dusk,C,Light
1913,scented,breeze,C,"Atmosphere, weather"
1913,fragrant,past,C,Of/pertaining to the past/passed away/gone
1914,fragrant,incense,C,Smell/odour
1914,perfumed,peony,C,Pertaining to colour
1914,fragrant,bed,C,Put in bed/provide a bed for
1914,perfumed,air,C,Gas
1914,perfumed,handkerchief,C,Clothing
1914,perfumed,talcum,C,Minerals
1914,fragrant,needle,C,Indication
1914,perfumed,breeze,C,"Atmosphere, weather"
1914,perfumed,alien,C,Social relations
1914,sweet-smelling,flower,C,Quality of being good
1914,perfumed,apache,C,Ethnicities
1914,perfumed,lad,C,Person
1914,fragrant,aroma,C,Food
1914,scented,may,C,Person
1914,fragrant,white,C,Make white
1914,fragrant,honeysuckle,C,Particular plants
1915,scented,possible,C,Easy/presenting little difficulty
1915,fragrant,lemonade,C,Drink
1915,fragrant,breath,C,Source/principle of life
1915,scented,flower,C,Quality of being good
1915,fragrant,pastime,C,Entertainment
1915,fragrant,roast,C,Punish
1916,scented,wood,C,Materials
1916,perfumed,thatthe,C,NA
1916,scented,lace,C,Equipment
1916,fragrant,hair,C,Extension in space
1916,fragrant,sea,C,Quantity
1916,perfumed,sigh,C,The body
1916,perfumed,dew,C,Liquid
1916,sweet-smelling,soap-powder,C,NA
1916,scented,powder,C,Constitution of matter
1917,perfumed,shade,C,Existence
1917,perfumed,shade,C,Existence
1917,fragrant,mass,C,Materials
1917,fragrant,border,C,Textiles
1917,perfumed,breath,C,Source/principle of life
1917,perfumed,note,C,Take notice of
1917,fragrant,burden,C,Transport
1917,fragrant,pile,C,Money
1917,fragrant,pitch,C,Form/make into a whole
1917,scented,manuscript,C,Pertaining to writing
1917,fragrant,hiss,C,Make sound
1917,fragrant,stillness,C,Calmness
1917,scented,glade,C,Land
1917,fragrant,night,C,Day and night
1917,fragrant,thread,C,Textiles
1917,scented,garden,C,Farming
1917,fragrant,evening,C,Day and night
1917,scented,rush,C,Importance
1917,scented,evening,C,Day and night
1918,fragrant,rose,C,Beauty
1918,scented,soap,C,Cleanness/dirtiness
1918,fragrant,blossom,C,NA
1919,scented,danger,C,Harm/detriment
1919,fragrant,berry,C,Be food for
1919,fragrant,smell,C,Smell/odour
1919,fragrant,lilac,C,Particular plants
1919,fragrant,plume,C,Birds
1919,fragrant,smoke,C,Affect the senses
1919,fragrant,smell,C,Smell/odour
1919,fragrant,mist,C,Liquid
1919,fragrant,herb,C,Healing/cure
1919,scented,shadow,C,Physics
1919,scented,boudoir,C,Inhabited place
1919,scented,breeze,C,"Atmosphere, weather"
1919,scented,earth,C,Land
1919,scented,air,C,Gas
1919,fragrant,mass,C,Materials
1920,fragrant,blow,C,Gas
1920,fragrant,place,C,Place
1920,sweet-smelling,dress,C,Be food for
1920,fragrant,powder,C,Constitution of matter
1920,fragrant,summer,C,Period
1920,perfumed,harriet,C,NA
1920,scented,fume,C,Be angry
1920,fragrant,moorish,C,Ethnicities
1920,scented,bureau,C,Inhabited place
1920,fragrant,immaculateness,C,Virtue
1920,scented,hillside,C,Land
1920,fragrant,springy,C,Constitution of matter
1920,fragrant,balsam,C,Healing/cure
1920,fragrant,breath,C,Source/principle of life
1920,fragrant,nest,C,By habitat
1920,fragrant,shrine,C,Death
1920,fragrant,dew,C,Liquid
1920,fragrant,soul,C,Person
1920,fragrant,chalice,C,Part of plant
1920,fragrant,soul,C,Person
1920,fragrant,basket,C,Food
1920,fragrant,plume,C,Birds
1920,scented,lane,C,Means of travel
1920,fragrant,night,C,Day and night
1920,fragrant,night,C,Day and night
1920,scented,twilight,C,Light
1920,fragrant,experience,C,Sight/vision
1920,sweet-smelling,spice,C,Sleeping and waking
1920,sweet-smelling,spice,C,Sleeping and waking
1920,fragrant,silence,C,Speech
1920,scented,indian,C,Ethnicities
1920,perfumed,token,C,Indication
1920,scented,romance,C,The Arts
1920,perfumed,smoke,C,Affect the senses
1920,scented,trophy,C,Record
1920,scented,soap,C,Cleanness/dirtiness
1920,scented,powder,C,Constitution of matter
1920,fragrant,finger,C,Measurement
1920,fragrant,smoke,C,Affect the senses
1921,fragrant,sachet,C,Smell/odour
1921,fragrant,liquid,C,Liquid phase
1921,fragrant,treasure,C,Wealth
1921,scented,fold,C,Shape
1921,fragrant,stain,C,Soil
1921,perfumed,cinch,C,Farm
1921,fragrant,cigar,C,"Use of drugs, poison"
1921,perfumed,fagots,C,NA
1921,fragrant,garden,C,Farming
1921,fragrant,fire,C,Properties of materials
1921,fragrant,bayberry,C,Particular plants
1921,fragrant,perfume,C,Smell/odour
1921,fragrant,honeysuckle,C,Particular plants
1921,fragrant,wagonload,C,Measurement
1921,fragrant,beauty,C,Beauty
1921,fragrant,trail,C,Move along
1921,fragrant,morning,C,Day and night
1921,perfumed,moustache,C,The body
1921,scented,lace,C,Equipment
1921,scented,sheet,C,Navigation
1921,scented,note-paper,C,Writing
1921,scented,note-paper,C,Writing
1921,fragrant,flower,C,Quality of being good
1921,perfumed,ribbon,C,Textiles
1921,fragrant,flower,C,Quality of being good
1921,fragrant,woman,C,Person
1921,fragrant,silence,C,Speech
1921,scented,note,C,Take notice of
1921,scented,path,C,Means of travel
1921,fragrant,smell,C,Smell/odour
1921,scented,pink,C,Navigation
1921,fragrant,bloom,C,Part of plant
1921,fragrant,leaf,C,Relative position
1921,fragrant,lane,C,Means of travel
1922,fragrant,coffee,C,Drink
1922,fragrant,green,C,Land
1922,fragrant,blue,C,Pertaining to colour
1922,perfumed,bridal,C,Related
1922,scented,flannel,C,Textiles
1922,scented,lace,C,Equipment
1922,fragrant,smoke,C,Affect the senses
1922,fragrant,draught,C,Drink
1922,fragrant,trap,C,Knowledge
1922,fragrant,amber,C,Minerals
1922,fragrant,darkness,C,Worship
1922,fragrant,grass,C,Farming
1922,fragrant,field,C,Knowledge
1922,fragrant,bed,C,Put in bed/provide a bed for
1922,fragrant,mixture,C,Wholeness
1922,scented,forest,C,Hunting
1922,fragrant,evidence,C,Indication
1922,fragrant,witch,C,Enchant/cast under spell
1922,scented,envelope,C,Correspondence
1922,fragrant,coffee,C,Drink
1922,perfumed,strand,C,Water
1922,scented,night,C,Day and night
1922,scented,tree,C,Kinship/relationship
1922,scented,tree,C,Kinship/relationship
1922,fragrant,embrace,C,Cause to have specific position/arrangement
1922,fragrant,presence,C,Place
1922,fragrant,wood,C,Materials
1922,fragrant,pine,C,Suffering
1922,perfumed,garment,C,Clothing
1922,perfumed,garment,C,Clothing
1922,fragrant,garden,C,Farming
1922,sweet-smelling,thing,C,Person
1922,perfumed,hair,C,Extension in space
1922,perfumed,garment,C,Clothing
1922,scented,envelope,C,Correspondence
1922,fragrant,contrast,C,Discovery
1922,perfumed,garment,C,Clothing
1922,perfumed,handkerchief,C,Clothing
1922,scented,scrap,C,Quantity
1922,perfumed,garment,C,Clothing
1922,scented,humiliation,C,Adversity
1922,fragrant,greenness,C,Person
1922,scented,mountain,C,Land
1922,perfumed,towel,C,Cleanness/dirtiness
1922,fragrant,desert,C,Land
1922,scented,air,C,Gas
1922,fragrant,spike,C,Equipment
1922,sweet-smelling,barricade,C,Cause to have specific position/arrangement
1922,fragrant,memory,C,Memory
1922,fragrant,dusk,C,Light
1922,scented,kiss,C,Love
1922,perfumed,morning,C,Day and night
1922,fragrant,corn,C,Of/pertaining to cereal/corn/grain
1922,fragrant,kentucky,C,North America
1922,scented,danger,C,Harm/detriment
1922,scented,oil,C,Food
1922,scented,wind,C,Cause to have specific position/arrangement
1922,fragrant,smoke,C,Affect the senses
1922,fragrant,smoke,C,Affect the senses
1922,scented,soap,C,Cleanness/dirtiness
1922,fragrant,memory,C,Memory
1922,perfumed,air,C,Gas
1922,fragrant,case,C,Occurrence
1922,scented,bloom,C,Part of plant
1922,scented,breeze,C,"Atmosphere, weather"
1922,scented,star,C,The universe
1922,scented,hair,C,Extension in space
1922,fragrant,oil,C,Food
1922,perfumed,snuff,C,Light
1922,scented,fox,C,Ability
1922,sweet-smelling,timber,C,Indication
1922,scented,raiment,C,Clothing
1922,fragrant,wild,C,Of/pertaining to creation
1923,fragrant,flower,C,Quality of being good
1923,scented,tea,C,Particular plants
1923,fragrant,balsam,C,Healing/cure
1923,fragrant,tree,C,Kinship/relationship
1923,scented,soap,C,Cleanness/dirtiness
1924,perfumed,axle-grease,C,Materials
1924,fragrant,tip,C,Relative position
1925,scented,dish-water,C,Cleanness/dirtiness
1925,perfumed,fop,C,Fashionableness
1925,fragrant,green,C,Land
1928,perfumed,handkerchief,C,Clothing
1928,perfumed,handkerchief,C,Clothing
1929,perfumed,water,C,Cleanness/dirtiness
1929,perfumed,dandy,C,Fashionableness
1930,perfumed,purity,C,Virtue
1930,scented,cigarette,C,"Use of drugs, poison"
1930,fragrant,flower,C,Quality of being good
1930,perfumed,dressmaker,C,Clothing
1930,fragrant,smoke,C,Affect the senses
1930,fragrant,hot,C,Angry
1930,fragrant,bloom,C,Part of plant
1930,fragrant,braid,C,Move in specific manner
1930,fragrant,girl,C,Person
1930,fragrant,braid,C,Move in specific manner
1930,fragrant,parma,C,Land
1930,perfumed,cigarette,C,"Use of drugs, poison"
1930,scented,air,C,Gas
1930,fragrant,wind,C,Cause to have specific position/arrangement
1930,fragrant,air,C,Gas
1930,fragrant,air,C,Gas
1930,fragrant,wind,C,Cause to have specific position/arrangement
1930,perfumed,dust,C,Importance
1930,scented,wind,C,Cause to have specific position/arrangement
1930,fragrant,torch,C,Light
1930,perfumed,dust,C,Importance
1930,fragrant,timber,C,Indication
1931,sweet-smelling,needle,D,Indication
1931,perfumed,globe,D,Shape
1931,fragrant,yellow,D,Particular plants
1931,fragrant,mimosa,D,Particular plants
1931,fragrant,air,D,Gas
1931,fragrant,needle-strewn,D,NA
1931,scented,toilet,D,Beautification
1931,perfumed,handkerchief,D,Clothing
1931,fragrant,pine,D,Suffering
1931,fragrant,dream,D,Sleeping and waking
1931,fragrant,paper,D,Writing
1931,fragrant,nearness,D,Kinship/relationship
1931,sweet-smelling,grass,D,Farming
1931,scented,night,D,Day and night
1931,fragrant,flower,D,Quality of being good
1932,scented,money,D,Money
1932,fragrant,wood,D,Materials
1932,scented,flood,D,"Atmosphere, weather"
1932,sweet-smelling,commonplacesof,D,NA
1932,scented,harpoon,D,Hunting
1932,fragrant,shadow,D,Physics
1932,fragrant,pine,D,Suffering
1932,scented,blanket,D,Relative position
1932,fragrant,hair,D,Extension in space
1932,scented,form,D,The body
1932,fragrant,atmosphere,D,"Atmosphere, weather"
1932,fragrant,ash,D,Structure of the earth
1932,fragrant,warmth,D,Properties of materials
1932,perfumed,cow,D,Be afraid of
1932,perfumed,smiling,D,Pleasurable
1932,fragrant,brown,D,Pertaining to colour
1932,fragrant,liquid,D,Liquid phase
1932,scented,lavender,D,Particular plants
1932,fragrant,strip,D,Clothing
1932,fragrant,tangle,D,Render immobile
1933,scented,drama,D,The Arts
1933,scented,flesh,D,People
1933,sweet-smelling,fat,D,Extending in space
1933,perfumed,eye,D,Sight/vision
1933,fragrant,garden,D,Farming
1933,fragrant,garden,D,Farming
1934,scented,blackness,D,Colour
1934,fragrant,place,D,Place
1934,fragrant,night,D,Day and night
1934,fragrant,morning,D,Day and night
1934,fragrant,smell,D,Smell/odour
1934,perfumed,oil,D,Food
1934,scented,water,D,Cleanness/dirtiness
1934,scented,head,D,Land
1934,fragrant,girl,D,Person
1934,scented,oil,D,Food
1934,fragrant,morning,D,Day and night
1934,scented,luxury,D,Moral evil
1934,fragrant,luxury,D,Moral evil
1934,scented,cigarette,D,"Use of drugs, poison"
1934,scented,cigarette,D,"Use of drugs, poison"
1934,scented,soap,D,Cleanness/dirtiness
1934,fragrant,luxury,D,Moral evil
1934,perfumed,girl,D,Person
1934,sweet-smelling,rowan,D,Textiles
1934,perfumed,breath,D,Source/principle of life
1934,fragrant,head,D,Land
1934,perfumed,breath,D,Source/principle of life
1934,fragrant,lily,D,Indication
1935,fragrant,tea,D,Particular plants
1935,perfumed,camellia,D,Particular plants
1935,perfumed,hair,D,Extension in space
1935,perfumed,cigarette,D,"Use of drugs, poison"
1935,fragrant,leaf,D,Relative position
1935,perfumed,oil,D,Food
1935,fragrant,forkful,D,Measurement
1935,perfumed,chamois,D,Mammals
1935,perfumed,way,D,Advantage
1935,sweet-smelling,dusk,D,Light
1935,scented,bleach,D,Lose colour
1935,fragrant,glass.,D,NA
1935,fragrant,mocha,D,Materials
1935,fragrant,garden,D,Farming
1935,scented,shoulder,D,Impact upon/against
1935,perfumed,depth,D,Water
1936,scented,egyptian,D,Nations
1936,fragrant,mountain,D,Land
1936,fragrant,rose,D,Beauty
1936,fragrant,hair,D,Extension in space
1936,perfumed,cushion,D,Inhabited place
1936,fragrant,bouquet,D,Farming
1936,perfumed,garment,D,Clothing
1936,scented,body,D,The body
1936,scented,evening,D,Day and night
1936,scented,curl,D,Beautify
1936,fragrant,steam,D,Liquid
1936,sweet-smelling,dirt,D,The body
1936,fragrant,smoke,D,Affect the senses
1936,fragrant,tobacco,D,Particular plants
1937,fragrant,windrow,D,Farming
1937,fragrant,clover,D,Particular plants
1937,scented,air,D,Gas
1937,fragrant,yellow,D,Particular plants
1937,perfumed,prettiness,D,Beauty
1938,sweet-smelling,shrub,D,Drink
1938,fragrant,bouquet,D,Farming
1938,sweet-smelling,shrub,D,Drink
1938,perfumed,powder,D,Constitution of matter
1938,sweet-smelling,box,D,Measurement
1938,perfumed,handkerchief,D,Clothing
1938,fragrant,apricot,D,Particular plants
1938,fragrant,place,D,Place
1938,perfumed,gust,D,"Atmosphere, weather"
1939,fragrant,coffee,D,Drink
1939,fragrant,channel,D,Water
1939,fragrant,wallflower,D,Particular plants
1939,sweet-smelling,flower,D,Quality of being good
1939,fragrant,odor,D,Smell/odour
1939,fragrant,april,D,Period
1939,fragrant,coffee,D,Drink
1939,scented,island,D,Land
1939,fragrant,smoothness,D,Water
1940,perfumed,pekingese,D,Languages of the world
1940,fragrant,aroma,D,Food
1940,perfumed,child,D,Impart vital principle
1940,fragrant,air,D,Gas
1941,perfumed,salon,D,Inhabited place
1941,fragrant,belly,D,The body
1941,fragrant,belly,D,The body
1941,fragrant,coffee,D,Drink
1941,fragrant,darkness,D,Worship
1941,fragrant,body,D,The body
1941,fragrant,little,D,Social class
1941,fragrant,land,D,Navigate/sail (a stretch of water)
1941,perfumed,perspiration,D,The body
1941,perfumed,night,D,Day and night
1941,scented,organdy,D,NA
1941,fragrant,cigar,D,"Use of drugs, poison"
1941,fragrant,mow,D,The body
1942,fragrant,air,D,Gas
1942,fragrant,warmth,D,Properties of materials
1942,fragrant,kind,D,Loving
1942,perfumed,warmth,D,Properties of materials
1942,sweet-smelling,cardboard,D,Materials
1942,perfumed,bath,D,Relative position
1942,scented,air,D,Gas
1943,fragrant,hearthbakedbread,D,NA
1943,fragrant,bowl,D,Shape
1943,perfumed,woman,D,Person
1943,fragrant,orrisroot,D,Healing/cure
1943,fragrant,smoke,D,Affect the senses
1943,fragrant,cloud,D,"Atmosphere, weather"
1943,fragrant,puff,D,Gas
1943,scented,soap,D,Cleanness/dirtiness
1943,perfumed,rag,D,Textiles
1943,scented,rag,D,Textiles
1943,sweet-smelling,warm,D,Heat/make hot/warm
1943,sweet-smelling,cedar,D,Materials
1943,fragrant,ground,D,Causation
1943,fragrant,pine,D,Suffering
1943,fragrant,leaf,D,Relative position
1943,fragrant,bloom,D,Part of plant
1944,perfumed,dampness,D,Liquid
1944,fragrant,boxes.,D,NA
1944,perfumed,thatthe,D,NA
1944,sweet-smelling,blossom,D,NA
1944,scented,handkerchief,D,Clothing
1944,fragrant,tobacco,D,Particular plants
1944,sweet-smelling,pine,D,Suffering
1944,perfumed,light,D,Shine
1944,fragrant,homecured,D,NA
1944,sweet-smelling,darkness,D,Worship
1944,sweet-smelling,meadow,D,Land
1944,fragrant,canopy,D,Inhabited place
1944,fragrant,shade,D,Existence
1944,scented,realm,D,Rule/government
1945,fragrant,lily,D,Indication
1945,fragrant,witchery,D,The occult
1945,fragrant,fluid,D,Fluids
1945,fragrant,crop,D,Extend
1945,fragrant,arm,D,Of armour: protect
1945,scented,arbor,D,Farming
1945,perfumed,fume,D,Be angry
1945,scented,lane,D,Means of travel
1945,scented,powdercaught,D,NA
1945,scented,bath,D,Relative position
1945,fragrant,domain,D,Rule/government
1945,perfumed,soap,D,Cleanness/dirtiness
1945,perfumed,charm,D,The occult
1945,sweet-smelling,rose,D,Beauty
1946,fragrant,little,D,Social class
1946,scented,woman,D,Person
1946,fragrant,field,D,Knowledge
1946,fragrant,sky,D,Deity
1946,fragrant,store,D,Supply (something)
1946,fragrant,weed,D,Farm
1946,scented,flower,D,Quality of being good
1946,sweet-smelling,shrubbery,D,Farming
1946,fragrant,oil,D,Food
1946,perfumed,silk,D,Textiles
1946,scented,soap,D,Cleanness/dirtiness
1946,scented,cheek,D,Farming
1946,fragrant,bath,D,Relative position
1946,fragrant,pork,D,Food
1946,sweet-smelling,shrub,D,Drink
1946,fragrant,sigh,D,The body
1946,scented,woodland,D,Land
1947,perfumed,disinfectant,D,Cleanness/dirtiness
1947,sweet-smelling,soap,D,Cleanness/dirtiness
1947,sweet-smelling,softened,D,Constitution of matter
1947,perfumed,hand,D,Speech
1947,fragrant,water,D,Cleanness/dirtiness
1947,scented,silk,D,Textiles
1947,scented,gloom,D,Be angry
1947,fragrant,silence,D,Speech
1947,scented,note,D,Take notice of
1947,fragrant,cleanliness,D,Cleanness/dirtiness
1947,fragrant,immaculateness,D,Virtue
1948,perfumed,snuff,D,Light
1948,scented,red,D,The body
1948,fragrant,smoke,D,Affect the senses
1948,fragrant,tea,D,Particular plants
1948,scented,soap,D,Cleanness/dirtiness
1948,scented,ionian,D,Ethnicities
1948,perfumed,bath,D,Relative position
1949,sweet-smelling,path,D,Means of travel
1949,sweet-smelling,oil,D,Food
1949,perfumed,weight,D,Food
1949,perfumed,wine,D,Drink
1949,fragrant,thing,D,Person
1949,fragrant,smoke,D,Affect the senses
1949,fragrant,food,D,Food
1949,fragrant,food,D,Food
1949,fragrant,air,D,Gas
1950,perfumed,epidermis,D,The body
1950,sweet-smelling,salve,D,Be pleased with
1951,perfumed,hell,D,Deity
1951,perfumed,air,D,Gas
1951,scented,doxy,D,Moral evil
1951,perfumed,dandy,D,Fashionableness
1951,fragrant,smoke,D,Affect the senses
1951,fragrant,bundle,D,Relative position
1951,scented,morning,D,Day and night
1951,scented,little,D,Social class
1952,fragrant,tunnel,D,Hunting
1952,sweet-smelling,flower,D,Quality of being good
1952,scented,perfume,D,Smell/odour
1952,scented,air,D,Gas
1952,scented,green,D,Land
1952,fragrant,flask,D,Drink
