special_item_id,taxonomy|taxonomy|display_yes,title|core_title|display_yes,description|core_description|display_no,registratur|date|display_no,detailed description|text|display_no,brand|text|display_yes,usage|text|display_no,used from|date|display_no,used until|date|display_no,related items|relationship|display_yes,keywords|text|multiple|display_no,sigel|text|display_no,special_item_status,special_document,special_attachments,special_comment_status,special_item_author,special_item_slug,creation_date,user_last_modified,modification_date,public_url
606,,b001_e1 - 32.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/606/b001_e1-32.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:45,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=606
603,,b001_e1 - 29.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/603/b001_e1-29.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:45,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=603
601,,b001_e1 - 30.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/601/b001_e1-30.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:44,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=601
600,,b001_e1 - 31.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/600/b001_e1-31.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:44,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=600
599,,b001_e1 - 28.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/599/b001_e1-28.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:44,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=599
598,,b001_e1 - 27.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/598/b001_e1-27.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:44,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=598
597,,b001_e1 - 26.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/597/b001_e1-26.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:44,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=597
595,,b001_e1 - 25.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/595/b001_e1-25.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:44,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=595
592,,b001_e1 - 24.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/592/b001_e1-24.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:44,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=592
590,,b001_e1 - 23.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/590/b001_e1-23.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:44,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=590
589,,b001_e1 - 20.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/589/b001_e1-20.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:44,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=589
586,,b001_e1 - 22.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/586/b001_e1-22.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:44,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=586
585,,b001_e1 - 17.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/585/b001_e1-17.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:31,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=585
583,,b001_e1 - 21.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/583/b001_e1-21.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=583
580,,b001_e1 - 19.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/580/b001_e1-19.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=580
579,,b001_e1 - 18.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/579/b001_e1-18.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=579
576,,b001_e1 - 14.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/576/b001_e1-14.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=576
575,,b001_e1 - 16.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/575/b001_e1-16.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=575
572,,b001_e1 - 11.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/572/b001_e1-11.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=572
571,,b001_e1 - 13.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/571/b001_e1-13.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=571
568,,b001_e1 - 15.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/568/b001_e1-15.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=568
565,,b001_e1 - 12.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/565/b001_e1-12.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=565
564,,b001_e1 - 9.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/564/b001_e1-9.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=564
563,,b001_e1 - 10.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/563/b001_e1-10.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:30,admin,2024-12-21 07:13:43,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=563
561,,b001_e1 - 8.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/561/b001_e1-8.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:29,admin,2024-12-21 07:13:42,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=561
553,,b001_e1 - 7.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/553/b001_e1-7.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:29,admin,2024-12-21 07:13:42,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=553
552,,b001_e1 - 4.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/552/b001_e1-4.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:29,admin,2024-12-21 07:13:42,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=552
551,tech>>data>>storage,mobile HD (front),mobile data storage device,2024-12-21,mobile storage device to swap data between computers or cameras resp. other data recording/saving devices,,,,2010-01-01,533,,b001_e1_i002,publish,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/551/b001_e1-1.jpeg,,closed,wpnetadmin,mobile-hd-front,2024-12-21 07:13:29,admin,2024-12-21 10:51:09,https://rotefadenbuecher.de/page/thinghub/box_2/mobile-hd-front/
550,,b001_e1 - 5.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/550/b001_e1-5.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:29,admin,2024-12-21 07:13:42,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=550
549,,b001_e1 - 3.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/549/b001_e1-3.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:29,admin,2024-12-21 07:13:42,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=549
548,,b001_e1 - 2.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/548/b001_e1-2.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:29,admin,2024-12-21 07:13:42,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=548
547,,b001_e1 - 6.jpeg,,,,,,,,,,,draft,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/547/b001_e1-6.jpeg,,closed,wpnetadmin,,2024-12-21 07:13:29,admin,2024-12-21 07:13:42,https://rotefadenbuecher.de/page/thinghub/?post_type=tnc_col_467_item&p=547
533,tech>>data>>storage,mobile HD (back),,,,,,,,551,,b001_e1_i002_2,publish,file:https://rotefadenbuecher.de/page/thinghub/wp-content/uploads/sites/5/tainacan-items/467/533/b001_e1-1-1.jpeg,,closed,wpnetadmin,mobile-hd-back,2024-12-21 07:06:56,admin,2024-12-21 10:52:19,https://rotefadenbuecher.de/page/thinghub/box_2/mobile-hd-back/
