"","token","freq","target","unique","stopword"
"4051","eaten",1,"co",1,0
"4054","edgy",1,"co",1,0
"4056","editing",1,"co",1,0
"4057","educational",1,"co",1,0
"4059","effectively",1,"co",1,0
"4068","embedded",1,"co",1,0
"4069","embellish",1,"co",1,0
"4070","emotion",2,"co",1,0
"4075","endearing",1,"co",1,0
"4077","endpoint",1,"co",1,0
"4078","engage",1,"co",1,0
"4079","engaging",1,"co",1,1
"4085","enriching",4,"co",1,0
"4092","esses",1,"co",1,0
"4093","establish",1,"co",1,0
"4094","established",1,"co",1,1
"4096","eventually",3,"co",1,0
"4102","evil",1,"co",1,0
"4103","exact",1,"co",1,0
"4107","exercises",1,"co",1,0
"4109","exit",1,"co",1,0
"4110","expand",1,"co",1,0
"4112","expectation",1,"co",1,0
"4113","expecting",1,"co",1,0
"4115","experiences",4,"co",1,0
"4116","experiencing",1,"co",1,0
"4118","experiments",2,"co",1,0
"4127","external",1,"co",1,0
"4128","externalized",1,"co",1,0
"4129","externalizing",2,"co",1,0
"4137","falling",2,"co",1,0
"4143","fascinating",14,"co",1,0
"4147","fearful",1,"co",1,0
"4153","femur",1,"co",1,0
"4156","fictional",1,"co",1,0
"4164","finishes",1,"co",1,0
"4166","firing",1,"co",1,0
"4173","fl",1,"co",1,0
"4174","flip",3,"co",1,0
"4175","flipped",1,"co",1,1
"4178","flourish",4,"co",1,0
"4180","flowing",2,"co",1,1
"4182","fly",1,"co",1,1
"4185","fog",2,"co",1,1
"4188","followed",2,"co",1,0
"4194","formally",1,"co",1,0
"4199","forwards",1,"co",1,0
"4202","fragrant",5,"co",1,0
"4205","freedom",4,"co",1,0
"4207","friction",1,"co",1,0
"4211","frustrated",1,"co",1,0
"4220","gathering",1,"co",1,0
"4224","generally",2,"co",1,0
"4225","generation",1,"co",1,0
"4236","glossolalia",2,"co",1,0
"4244","Goodreads",1,"co",1,0
"4247","grab",1,"co",1,0
"4248","gradually",1,"co",1,1
"4250","grammatically",2,"co",1,0
"4253","grasp",1,"co",1,0
"4255","Greek",1,"co",1,0
"4256","grey",1,"co",1,0
"4257","grim",2,"co",1,0
"4260","grouped",1,"co",1,0
"4261","groupings",1,"co",1,0
"4262","groups",2,"co",1,0
"4263","GSCE",1,"co",1,0
"4265","guessing",1,"co",1,0
"4266","guide",1,"co",1,0
"4267","guilt",1,"co",1,0
"4268","gun",1,"co",1,0
"4269","gut",2,"co",1,0
"4272","habit",3,"co",1,0
"4275","halfway",4,"co",1,1
"4279","happily",1,"co",1,0
"4297","hierarchy",1,"co",1,0
"4299","hindsight",2,"co",1,0
"4311","housework",1,"co",1,0
"4313","however",1,"co",1,0
"4318","hunting",1,"co",1,0
"4324","identifying",1,"co",1,0
"4325","identity",1,"co",1,1
"4327","ignoring",1,"co",1,1
"4330","imagery",2,"co",1,0
"4332","imagine",5,"co",1,0
"4333","imagining",2,"co",1,0
"4335","impact",2,"co",1,1
"4336","impetus",1,"co",1,0
"4338","improvising",1,"co",1,0
"4340","inanimate",1,"co",1,0
"4341","incantations",1,"co",1,0
"4342","incline",1,"co",1,0
"4344","include",1,"co",1,0
"4346","incon",1,"co",1,0
"4347","inconsiderate",1,"co",1,1
"4348","inconsistent",1,"co",1,0
"4355","initial",1,"co",1,0
"4356","initially",3,"co",1,0
"4357","inner",1,"co",1,0
"4358","input",1,"co",1,0
"4361","instinct",2,"co",1,0
"4362","instinctive",3,"co",1,0
"4363","institution",1,"co",1,0
"4364","instruction",2,"co",1,0
"4365","instructions",1,"co",1,0
"4367","intense",1,"co",1,0
"4368","intensity",1,"co",1,0
"4373","interchanging",1,"co",1,0
"4382","interrupted",1,"co",1,0
"4387","introduce",1,"co",1,0
"4388","inverted",1,"co",1,0
"4393","ish",1,"co",1,0
"4394","issues",2,"co",1,0
"4396","items",4,"co",1,0
"4400","joining",2,"co",1,0
"4406","jumped",1,"co",1,0
"4408","justify",1,"co",1,1
"4411","key",2,"co",1,0
"4421","lab",1,"co",1,0
"4423","landscape",1,"co",1,1
"4425","lapse",1,"co",1,0
"4426","large",1,"co",1,1
"4429","launch",1,"co",1,1
"4430","lawyer",1,"co",1,1
"4431","layperson",1,"co",1,1
"4433","leaning",2,"co",1,1
"4434","lear",1,"co",1,0
"4445","letting",1,"co",1,0
"4450","lifescape",1,"co",1,0
"4451","lifetime",1,"co",1,0
"4453","lightning",1,"co",1,0
"4468","literary",2,"co",1,0
"4472","liven",1,"co",1,0
"4475","loaded",1,"co",1,0
"4477","log",2,"co",1,0
"4478","logic",2,"co",1,0
"4480","logically",2,"co",1,0
"4486","lose",2,"co",1,0
"4487","losing",1,"co",1,0
"4495","lump",1,"co",1,0
"4498","M",2,"co",1,0
"4501","madness",2,"co",1,0
"4502","magical",1,"co",1,0
"4508","makeshift",1,"co",1,0
"4511","manage",3,"co",1,0
"4512","Manchester",1,"co",1,0
"4513","manner",1,"co",1,0
"4515","massive",2,"co",1,0
"4516","match",6,"co",1,0
"4517","matched",1,"co",1,0
"4518","matches",1,"co",1,0
"4519","matching",4,"co",1,0
"4521","maximised",1,"co",1,0
"4524","maybes",2,"co",1,0
"4528","meaningful",1,"co",1,0
"4529","meaningless",1,"co",1,0
"4533","measure",2,"co",1,0
"4534","measures",3,"co",1,0
"4539","meetings",1,"co",1,0
"4541","memorable",1,"co",1,0
"4545","merged",1,"co",1,0
"4546","message",1,"co",1,0
"4551","midlands",1,"co",1,0
"4553","milder",1,"co",1,0
"4555","mimics",1,"co",1,0
"4562","misread",1,"co",1,0
"4565","mist",1,"co",1,0
"4566","mistakes",1,"co",1,0
"4571","monotone",1,"co",1,0
"4572","monotonous",1,"co",1,0
"4573","monsters",1,"co",1,0
"4575","mood",3,"co",1,0
"4580","mouthed",1,"co",1,1
"4582","MSc",1,"co",1,0
"4584","mundane",1,"co",1,0
"4585","murals",1,"co",1,0
"4591","N",1,"co",1,0
"4596","narrative",1,"co",1,0
"4601","nebulous",3,"co",1,0
"4607","neglected",1,"co",1,0
"4608","neither",2,"co",1,0
"4611","networks",1,"co",1,0
"4615","NHS",4,"co",1,0
"4617","nictate",1,"co",1,0
"4618","nictating",1,"co",1,0
"4620","NIHR",1,"co",1,0
"4627","nodding",1,"co",1,0
"4630","nonfiction",4,"co",1,0
"4631","nonsensical",2,"co",1,0
"4632","nonverbal",2,"co",1,0
"4635","North",1,"co",1,0
"4637","notes",1,"co",1,0
"4640","noticing",1,"co",1,0
"4648","nuances",1,"co",1,0
"4650","numerous",1,"co",1,0
"4651","nurse",4,"co",1,0
"4655","o'clock",2,"co",1,0
"4656","objects",1,"co",1,0
"4657","obscure",1,"co",1,0
"4658","observation",1,"co",1,0
"4659","observational",1,"co",1,0
"4660","obv",3,"co",1,0
"4663","occassion",1,"co",1,0
"4664","occupant",1,"co",1,0
"4665","occurring",2,"co",1,0
"4687","opinion",30,"co",1,1
"4688","opinionated",1,"co",1,0
"4689","opinions",2,"co",1,0
"4691","opposed",2,"co",1,0
"4697","orders",1,"co",1,0
"4698","ordinary",2,"co",1,0
"4703","otherwise",2,"co",1,0
"4706","outcome",1,"co",1,0
"4707","outcomes",1,"co",1,0
"4710","overthink",2,"co",1,0
"4711","overthinking",2,"co",1,0
"4712","overwhelm",1,"co",1,0
"4719","paint",1,"co",1,0
"4721","pair",1,"co",1,0
"4722","paired",1,"co",1,0
"4723","pairing",1,"co",1,0
"4724","pairings",1,"co",1,0
"4725","panic",1,"co",1,0
"4738","Parton",2,"co",1,0
"4739","partridge",1,"co",1,0
"4742","path",1,"co",1,0
"4745","pattern",15,"co",1,0
"4746","patterns",3,"co",1,0
"4748","paying",2,"co",1,0
"4754","perceive",1,"co",1,0
"4756","perception",1,"co",1,1
"4757","perfumed",1,"co",1,0
"4763","personalize",2,"co",1,0
"4765","phase",1,"co",1,0
"4767","phocine",1,"co",1,0
"4770","phrased",1,"co",1,0
"4778","picturing",4,"co",1,0
"4780","pieces",2,"co",1,0
"4782","placement",1,"co",1,0
"4785","plainly",1,"co",1,0
"4787","platform",1,"co",1,0
"4789","playful",5,"co",1,0
"4790","playfulness",2,"co",1,0
"4797","popped",1,"co",1,0
"4798","pops",2,"co",1,0
"4799","pos",1,"co",1,0
"4802","possibility",1,"co",1,0
"4805","potentially",2,"co",1,0
"4806","power",3,"co",1,0
"4809","practice",4,"co",1,1
"4810","practising",2,"co",1,0
"4813","preference",2,"co",1,0
"4815","prescriptive",1,"co",1,0
"4819","pressing",1,"co",1,0
"4823","probab",1,"co",1,0
"4825","probing",1,"co",1,0
"4829","profession",1,"co",1,0
"4832","projecting",1,"co",1,0
"4833","prompt",1,"co",1,0
"4834","pronouncing",1,"co",1,0
"4840","psychologist",1,"co",1,0
"4844","pushing",1,"co",1,0
"4847","puzzle",1,"co",1,0
"4851","questioned",1,"co",1,0
"4852","questioning",1,"co",1,1
"4855","quickest",1,"co",1,0
"4858","quit",1,"co",1,0
"4860","quizzes",1,"co",1,1
"4863","rag",1,"co",1,1
"4865","raise",1,"co",1,1
"4866","rambled",1,"co",1,1
"4869","ranking",1,"co",1,0
"4870","rapid",2,"co",1,1
"4873","re-evaluate",1,"co",1,1
"4874","rea",1,"co",1,0
"4875","reaching",2,"co",1,0
"4876","reaction",2,"co",1,0
"4878","reader",2,"co",1,0
"4879","readers",1,"co",1,0
"4881","ready",1,"co",1,0
"4885","realising",1,"co",1,1
"4887","realize",1,"co",1,1
"4888","realized",1,"co",1,1
"4891","reasoning",1,"co",1,0
"4892","reassess",1,"co",1,1
"4893","reassuring",1,"co",1,1
"4896","recognise",1,"co",1,0
"4897","recognize",1,"co",1,0
"4898","recognized",1,"co",1,0
"4900","records",1,"co",1,0
"4901","recruiter",1,"co",1,1
"4902","recruiting",1,"co",1,1
"4903","recruitment",1,"co",1,1
"4906","referral",1,"co",1,1
"4907","referring",1,"co",1,0
"4908","reflect",1,"co",1,1
"4909","reflection",3,"co",1,0
"4912","register",1,"co",1,1
"4913","regular",1,"co",1,1
"4915","rehab",1,"co",1,0
"4916","relatable",1,"co",1,0
"4917","relate",2,"co",1,0
"4921","relatively",1,"co",1,0
"4922","relaxed",1,"co",1,1
"4926","remembering",1,"co",1,0
"4927","remind",1,"co",1,0
"4931","repetition",1,"co",1,1
"4933","replace",2,"co",1,0
"4937","respects",1,"co",1,0
"4943","review",2,"co",1,1
"4945","rhythmically",1,"co",1,0
"4948","richness",1,"co",1,0
"4950","ride",1,"co",1,0
"4954","ripples",1,"co",1,1
"4955","ritual",1,"co",1,0
"4957","roll",1,"co",1,0
"4959","ropy",1,"co",1,0
"4961","roughly",1,"co",1,0
"4963","route",3,"co",1,0
"4965","row",1,"co",1,0
"4968","ruleset",1,"co",1,0
"4970","runs",1,"co",1,1
"4974","saddening",1,"co",1,0
"4975","sadness",2,"co",1,0
"4976","safer",1,"co",1,0
"4977","safety",1,"co",1,0
"4979","sake",1,"co",1,0
"4980","salad",3,"co",1,0
"4983","sample",2,"co",1,0
"4990","scale",1,"co",1,0
"4991","scape",1,"co",1,0
"4992","scatter",1,"co",1,0
"5001","scrutiny",1,"co",1,0
"5003","seals",2,"co",1,0
"5005","sec",1,"co",1,0
"5013","seemed",2,"co",1,0
"5016","selection",1,"co",1,1
"5017","selections",1,"co",1,0
"5019","semblance",1,"co",1,1
"5020","seminal",1,"co",1,0
"5022","sensory",7,"co",1,0
"5025","seriously",1,"co",1,0
"5027","setting",4,"co",1,0
"5030","severity",1,"co",1,0
"5032","shade",1,"co",1,0
"5039","sharp",1,"co",1,1
"5040","sharped",1,"co",1,0
"5041","sharpene",1,"co",1,0
"5042","sharpener",5,"co",1,0
"5043","sharpner",2,"co",1,0
"5045","shift",2,"co",1,0
"5046","shifts",2,"co",1,0
"5049","shortcut",3,"co",1,0
"5050","shortcuts",1,"co",1,1
"5051","shortened",1,"co",1,0
"5055","shredded",1,"co",1,1
"5056","si",1,"co",1,1
"5059","significance",1,"co",1,1
"5060","silent",3,"co",1,0
"5064","simply",1,"co",1,1
"5070","situations",1,"co",1,0
"5072","skills",1,"co",1,0
"5073","slight",1,"co",1,1
"5075","sloth",2,"co",1,0
"5076","slotting",2,"co",1,0
"5077","slower",1,"co",1,0
"5078","sm",2,"co",1,0
"5081","smart",1,"co",1,0
"5082","smash",1,"co",1,0
"5083","smell",1,"co",1,0
"5084","smelly",14,"co",1,0
"5085","smooth",1,"co",1,0
"5086","smoothed",5,"co",1,0
"5106","sour",9,"co",1,0
"5107","South",1,"co",1,0
"5108","spart",1,"co",1,1
"5111","specialist",1,"co",1,0
"5112","species",1,"co",1,0
"5117","spice",1,"co",1,0
"5118","spicy",5,"co",1,0
"5119","spiritual",2,"co",1,0
"5120","splattered",1,"co",1,0
"5123","spontaneity",1,"co",1,0
"5124","spontaneous",1,"co",1,0
"5127","stability",1,"co",1,0
"5131","standing",1,"co",1,0
"5146","storm",1,"co",1,0
"5148","storytelling",2,"co",1,0
"5150","straightforward",2,"co",1,0
"5153","stream",2,"co",1,0
"5154","stressed",1,"co",1,0
"5157","stroked",4,"co",1,0
"5159","strongly",2,"co",1,0
"5160","struck",1,"co",1,1
"5170","subconsciously",2,"co",1,0
"5173","subjective",1,"co",1,0
"5175","succession",1,"co",1,0
"5177","suddenly",1,"co",1,0
"5178","summarize",1,"co",1,1
"5179","summarizing",1,"co",1,0
"5182","superfluous",1,"co",1,0
"5183","superhero",1,"co",1,0
"5189","sway",1,"co",1,0
"5191","swearing",1,"co",1,0
"5193","switched",2,"co",1,0
"5195","synthesise",1,"co",1,0
"5197","systemic",1,"co",1,1
"5208","tap",1,"co",1,0
"5210","tasks",1,"co",1,1
"5211","tastes",1,"co",1,0
"5215","technique",1,"co",1,1
"5219","tells",1,"co",1,1
"5222","tended",1,"co",1,0
"5224","tenuous",2,"co",1,0
"5229","tertiary",1,"co",1,0
"5232","texting",1,"co",1,1
"5233","textual",1,"co",1,1
"5245","theories",1,"co",1,1
"5246","therapeutic",2,"co",1,1
"5247","therapeutically",1,"co",1,1
"5248","therapies",2,"co",1,1
"5249","therapist",2,"co",1,1
"5250","therapy",2,"co",1,0
"5252","thereafter",1,"co",1,1
"5254","thermometer",2,"co",1,1
"5267","throat",1,"co",1,1
"5270","throw",4,"co",1,1
"5276","tog",1,"co",1,0
"5283","tools",1,"co",1,0
"5287","tor",1,"co",1,1
"5291","tough",1,"co",1,0
"5294","traditional",1,"co",1,0
"5295","train",1,"co",1,1
"5296","trained",1,"co",1,1
"5298","transformed",1,"co",1,1
"5299","trap",2,"co",1,0
"5300","trauma",1,"co",1,0
"5302","triggering",1,"co",1,0
"5306","twenties",1,"co",1,0
"5308","twist",1,"co",1,0
"5312","typically",2,"co",1,0
"5313","uh",1,"co",1,0
"5314","um",1,"co",1,0
"5316","under",1,"co",1,0
"5317","underneath",2,"co",1,0
"5322","unintelligent",1,"co",1,0
"5331","usefulness",1,"co",1,0
"5334","usual",1,"co",1,0
"5337","valid",1,"co",1,0
"5338","valley",1,"co",1,1
"5339","veer",1,"co",1,0
"5340","verbal",1,"co",1,0
"5341","verbalizing",1,"co",1,0
"5344","verbs",1,"co",1,0
"5350","visualize",2,"co",1,0
"5351","vivid",1,"co",1,0
"5352","vocabulary",1,"co",1,0
"5355","wait",2,"co",1,0
"5357","wallpaper",1,"co",1,0
"5361","wanting",1,"co",1,0
"5366","waves",1,"co",1,0
"5370","weather",1,"co",1,0
"5375","weirdly",1,"co",1,0
"5376","weirdness",2,"co",1,0
"5380","West",1,"co",1,0
"5383","whatsoever",1,"co",1,0
"5384","wheat",1,"co",1,0
"5393","whichever",1,"co",1,0
"5414","workplace",1,"co",1,1
"5416","worries",4,"co",1,0
"5430","X",1,"co",1,0
"5432","Y",1,"co",1,1
"5433","yay",1,"co",1,1
"5436","yellow",1,"co",1,0
"5444","Z",1,"co",1,0
