"","token","freq","target","unique","stopword"
"1260","freely",4,"cl",1,1
"1261","freer",2,"cl",1,0
"1262","freestyle",6,"cl",1,0
"1263","freestyler",2,"cl",1,0
"1264","French",2,"cl",0,0
"4206","French",1,"co",0,1
"1265","frequent",2,"cl",1,0
"1266","fresh",6,"cl",1,0
"1267","Friday",10,"cl",1,0
"1268","fried",2,"cl",1,0
"1269","friend",28,"cl",1,0
"1270","friendly",2,"cl",1,0
"1271","friends",18,"cl",0,0
"4208","friends",1,"co",0,0
"1272","friendship",2,"cl",1,0
"1273","frightened",4,"cl",1,0
"1274","frogs",2,"cl",1,0
"1275","from",236,"cl",0,0
"4209","from",30,"co",0,0
"1276","front",14,"cl",0,0
"4210","front",1,"co",0,0
"1277","frustration",2,"cl",1,0
"1278","frying",2,"cl",1,0
"1279","fucking",4,"cl",1,0
"1280","fuel",2,"cl",1,0
"1281","fulfil",2,"cl",1,0
"1282","full",6,"cl",0,0
"4212","full",2,"co",0,0
"1283","fully",4,"cl",1,0
"1284","fun",32,"cl",0,0
"4213","fun",7,"co",0,0
"1285","function",12,"cl",1,0
"1286","functional",18,"cl",1,0
"1287","functionally",2,"cl",1,0
"1288","functions",8,"cl",1,0
"1289","fundamentals",4,"cl",1,0
"1290","funnily",2,"cl",0,0
"4214","funnily",1,"co",0,0
"1291","funny",26,"cl",0,0
"4215","funny",6,"co",0,0
"1292","further",4,"cl",0,0
"4216","further",5,"co",0,0
"1293","future",8,"cl",1,0
"1294","g",18,"cl",0,0
"4217","g",7,"co",0,0
"1295","gaggling",2,"cl",1,0
"1296","gale",4,"cl",1,0
"1297","galleries",2,"cl",0,0
"4218","galleries",1,"co",0,0
"1298","gallery",8,"cl",1,0
"1299","game",8,"cl",0,0
"4219","game",1,"co",0,0
"1300","gameplay",2,"cl",1,0
"1301","games",34,"cl",1,0
"1302","garden",8,"cl",1,1
"1303","gardener",2,"cl",1,0
"1304","gardens",2,"cl",1,0
"1305","gas",2,"cl",1,0
"1306","gather",2,"cl",1,0
"1307","Gauguin",4,"cl",1,0
"1308","gave",8,"cl",0,0
"4221","gave",3,"co",0,0
"1309","gay",10,"cl",0,0
"4222","gay",1,"co",0,0
"1310","GCSE",2,"cl",1,0
"1311","gear",8,"cl",1,0
"1312","geared",2,"cl",1,0
"1313","gee",2,"cl",1,0
"1314","gem",2,"cl",1,0
"1315","general",12,"cl",0,0
"4223","general",5,"co",0,0
"1316","generalising",2,"cl",1,0
"1317","generic",2,"cl",1,0
"1318","genre",4,"cl",0,0
"4226","genre",2,"co",0,1
"1319","genres",2,"cl",0,0
"4227","genres",1,"co",0,0
"1320","gently",2,"cl",1,0
"1321","George",4,"cl",1,0
"1322","ger",2,"cl",1,0
"1323","germs",2,"cl",1,0
"1324","get",426,"cl",0,0
"4228","get",55,"co",0,0
"1325","gets",36,"cl",0,0
"4229","gets",2,"co",0,0
"1326","getting",72,"cl",0,0
"4230","getting",8,"co",0,0
"1327","GF",2,"cl",1,0
"1328","gherkin",4,"cl",1,1
"1329","ghosting",2,"cl",1,0
"1330","gigabyte",2,"cl",1,0
"1331","giggling",2,"cl",1,0
"1332","gimme",2,"cl",1,0
"1333","girl",18,"cl",1,0
"1334","girls",6,"cl",1,0
"1335","give",66,"cl",0,0
"4231","give",12,"co",0,0
"1336","giveaway",2,"cl",1,0
"1337","given",4,"cl",0,0
"4232","given",5,"co",0,0
"1338","gives",22,"cl",0,0
"4233","gives",6,"co",0,0
"1339","giveth",2,"cl",1,0
"1340","giving",4,"cl",0,0
"4234","giving",3,"co",0,0
"1341","glad",8,"cl",0,0
"4235","glad",2,"co",0,0
"1342","glass",2,"cl",1,0
"1343","go",272,"cl",0,0
"4237","go",43,"co",0,0
"1344","God",20,"cl",0,0
"4238","God",2,"co",0,0
"1345","goes",42,"cl",0,0
"4239","goes",8,"co",0,0
"1346","going",164,"cl",0,0
"4240","going",37,"co",0,0
"1347","gon",72,"cl",0,0
"4241","gon",12,"co",0,0
"1348","gone",28,"cl",0,0
"4242","gone",3,"co",0,0
"1349","good",206,"cl",0,0
"4243","good",32,"co",0,0
"1350","goody",4,"cl",1,0
"1351","google",2,"cl",1,0
"1352","Google",2,"cl",1,0
"1353","googling",8,"cl",1,0
"1354","gosh",2,"cl",1,0
"1355","got",424,"cl",0,0
"4245","got",54,"co",0,0
"1356","gotta",16,"cl",0,0
"4246","gotta",3,"co",0,0
"1357","government",8,"cl",1,0
"1358","GPUs",2,"cl",1,0
"1359","Grace",4,"cl",1,0
"1360","grade",6,"cl",1,0
"1361","grades",2,"cl",1,0
"1362","grammar",2,"cl",0,0
"4249","grammar",3,"co",0,0
"1363","grand",2,"cl",1,0
"1364","grandchildren",4,"cl",1,0
"1365","granddaughter",4,"cl",1,0
"1366","grandmother",2,"cl",1,0
"1367","grandson",2,"cl",1,0
"1368","granted",2,"cl",1,0
"1369","graphic",20,"cl",0,0
"4251","graphic",1,"co",0,0
"1370","graphics",2,"cl",1,0
"1371","graphs",2,"cl",0,0
"4252","graphs",1,"co",0,0
"1372","great",30,"cl",0,0
"4254","great",5,"co",0,0
"1373","greater",4,"cl",1,0
"1374","green",2,"cl",1,0
"1375","grew",8,"cl",1,0
"1376","grid",2,"cl",1,0
"1377","grinch",4,"cl",1,0
"1378","grind",2,"cl",1,0
"1379","gross",4,"cl",1,0
"1380","ground",6,"cl",0,0
"4258","ground",1,"co",0,0
"1381","grounds",2,"cl",1,0
"1382","group",52,"cl",0,0
"4259","group",2,"co",0,0
"1383","grow",4,"cl",1,0
"1384","growing",14,"cl",1,0
"1385","guess",40,"cl",0,0
"4264","guess",29,"co",0,0
"1386","guesswork",2,"cl",1,0
"1387","guild",2,"cl",1,0
"1388","guinea",4,"cl",1,0
"1389","gutter",2,"cl",1,0
"1390","guy",18,"cl",1,0
"1391","guys",2,"cl",1,0
"1392","h",36,"cl",0,0
"4270","h",3,"co",0,0
"1393","H",10,"cl",0,0
"4271","H",1,"co",0,0
"1394","ha",2,"cl",1,0
"1395","habitat",2,"cl",1,0
"1396","hack",2,"cl",1,0
"1397","hacked",2,"cl",1,1
"1398","hacking",6,"cl",1,0
"1399","had",172,"cl",0,0
"4273","had",47,"co",0,0
"1400","hair",10,"cl",1,0
"1401","hairy",4,"cl",1,0
"1402","Haiti",4,"cl",1,0
"1403","half",20,"cl",0,0
"4274","half",2,"co",0,1
"1404","halt",2,"cl",1,0
"1405","hand",26,"cl",1,0
"1406","handed",2,"cl",1,0
"1407","handle",4,"cl",1,0
"1408","hands",12,"cl",1,0
"1409","hang",6,"cl",0,0
"4276","hang",4,"co",0,0
"1410","hap",4,"cl",1,0
"1411","happen",4,"cl",0,0
"4277","happen",2,"co",0,0
"1412","happened",22,"cl",0,1
"4278","happened",2,"co",0,0
"1413","happening",4,"cl",1,0
"1414","happens",2,"cl",1,0
"1415","happier",2,"cl",1,0
"1416","happy",70,"cl",0,0
"4280","happy",1,"co",0,0
"1417","hard",44,"cl",0,0
"4281","hard",6,"co",0,0
"1418","harder",8,"cl",0,0
"4282","harder",6,"co",0,0
"1419","hardest",2,"cl",1,0
"1420","Harry",2,"cl",1,0
"1421","has",90,"cl",0,0
"4283","has",18,"co",0,0
"1422","hassle",2,"cl",1,0
"1423","hate",2,"cl",1,0
"1424","have",838,"cl",0,0
"4284","have",127,"co",0,0
"1425","having",60,"cl",0,0
"4285","having",20,"co",0,0
"1426","HD",2,"cl",1,0
"1427","he",244,"cl",0,1
"4286","he",29,"co",0,0
"1428","head",54,"cl",0,1
"4287","head",15,"co",0,0
"1429","header",6,"cl",1,0
"1430","health",12,"cl",0,0
"4288","health",2,"co",0,0
"1431","hear",38,"cl",1,0
"1432","heard",24,"cl",0,0
"4289","heard",5,"co",0,0
"1433","hearers",4,"cl",1,0
"1434","hearing",26,"cl",1,0
"1435","heart",10,"cl",0,0
"4290","heart",2,"co",0,0
"1436","heaviness",2,"cl",1,0
"1437","heavy",4,"cl",0,0
"4291","heavy",1,"co",0,0
"1438","held",2,"cl",1,0
"1439","hello",2,"cl",1,0
"1440","help",22,"cl",0,0
"4292","help",5,"co",0,0
"1441","helped",2,"cl",0,0
"4293","helped",2,"co",0,0
"1442","helpful",18,"cl",1,0
"1443","helps",20,"cl",0,0
"4294","helps",3,"co",0,0
"1444","her",42,"cl",0,0
"4295","her",5,"co",0,0
"1445","here",96,"cl",0,0
"4296","here",8,"co",0,0
"1446","hew",2,"cl",1,0
"1447","hey",2,"cl",1,0
"1448","hi",2,"cl",1,0
"1449","hide",4,"cl",1,0
"1450","high",10,"cl",1,0
"1451","highlight",2,"cl",1,0
"1452","highly",4,"cl",1,0
"1453","him",46,"cl",0,0
"4298","him",2,"co",0,0
"1454","hinderance",2,"cl",1,0
"1455","hint",2,"cl",1,0
"1456","hints",6,"cl",1,0
"1457","hired",2,"cl",1,0
"1458","his",36,"cl",0,0
"4300","his",8,"co",0,0
"1459","historical",4,"cl",1,0
"1460","history",8,"cl",0,0
"4301","history",2,"co",0,0
"1461","hit",6,"cl",0,0
"4302","hit",1,"co",0,0
"1462","hits",2,"cl",1,1
"1463","ho",4,"cl",1,0
"1464","hold",12,"cl",0,0
"4303","hold",1,"co",0,0
"1465","holding",2,"cl",1,0
"1466","hole",2,"cl",1,0
"1467","holes",2,"cl",1,0
"1468","holiday",8,"cl",1,0
"1469","home",32,"cl",0,0
"4304","home",2,"co",0,1
"1470","Home",2,"cl",1,0
"1471","homely",2,"cl",1,0
"1472","homesick",4,"cl",1,0
"1473","hon",2,"cl",1,0
"1474","hone",4,"cl",1,0
"1475","honest",26,"cl",0,0
"4305","honest",13,"co",0,0
"1476","honestly",2,"cl",1,0
"1477","hope",10,"cl",0,0
"4306","hope",3,"co",0,0
"1478","hopefully",16,"cl",0,0
"4307","hopefully",2,"co",0,0
"1479","hoping",2,"cl",1,0
"1480","hopsital",2,"cl",1,0
"1481","horizontally",4,"cl",1,0
"1482","horrible",2,"cl",1,0
"1483","horseshoe",4,"cl",1,0
"1484","hospital",30,"cl",0,0
"4308","hospital",1,"co",0,0
"1485","hospitals",2,"cl",1,0
"1486","hostel",6,"cl",1,0
"1487","hotspots",4,"cl",1,0
"1488","hour",4,"cl",0,0
"4309","hour",1,"co",0,0
"1489","hours",20,"cl",1,0
"1490","house",16,"cl",0,0
"4310","house",1,"co",0,0
"1491","housing",6,"cl",1,0
"1492","how",240,"cl",0,0
"4312","how",59,"co",0,0
"1493","HREF",2,"cl",1,0
"1494","HTML",34,"cl",1,0
"1495","HTML5",4,"cl",1,0
"1496","huge",16,"cl",1,0
"1497","hugely",4,"cl",0,0
"4314","hugely",1,"co",0,0
"1498","huh",2,"cl",1,0
"1499","human",12,"cl",0,0
"4315","human",3,"co",0,1
"1500","humiliation",2,"cl",1,0
"1501","humour",12,"cl",0,0
"4316","humour",2,"co",0,0
"1502","humourous",2,"cl",0,1
"4317","humourous",1,"co",0,1
"1503","hundred",22,"cl",1,0
"1504","hurt",22,"cl",1,0
"1505","husband",2,"cl",0,0
"4319","husband",2,"co",0,0
"1506","i",56,"cl",0,0
"4320","i",1,"co",0,0
"1507","I",7720,"cl",0,0
"4321","I",1436,"co",0,1
"1508","id",2,"cl",1,0
"1509","IDE",10,"cl",1,0
"1510","idea",14,"cl",0,0
"4322","idea",9,"co",0,0
"1511","ideal",6,"cl",1,0
"1512","ideas",34,"cl",0,0
"4323","ideas",3,"co",0,0
"1513","identify",2,"cl",1,1
"1514","idiot",2,"cl",1,0
"1515","IE",2,"cl",1,0
"1516","if",556,"cl",0,0
"4326","if",183,"co",0,0
"1517","ill",58,"cl",1,0
"1518","iller",2,"cl",1,0
"1519","illness",34,"cl",0,0
"4328","illness",2,"co",0,0
"1520","illogical",2,"cl",1,0
"1521","Illustrator",4,"cl",1,1
"1522","im",2,"cl",1,1
"1523","image",16,"cl",0,1
"4329","image",1,"co",0,0
"1524","images",6,"cl",0,1
"4331","images",1,"co",0,0
"1525","imagination",6,"cl",1,0
"1526","imediacy",2,"cl",1,1
"1527","IMG",2,"cl",1,0
"1528","imme",2,"cl",1,0
"1529","immediacy",2,"cl",1,0
"1530","immediate",2,"cl",1,0
"1531","immediately",6,"cl",0,0
"4334","immediately",4,"co",0,0
"1532","implicates",2,"cl",1,0
"1533","implications",4,"cl",1,0
"1534","important",46,"cl",0,0
"4337","important",2,"co",0,0
"1535","impossible",2,"cl",1,0
"1536","improved",2,"cl",1,0
"1537","in",1246,"cl",0,0
"4339","in",254,"co",0,0
"1538","inability",2,"cl",1,0
"1539","incite",2,"cl",1,0
"1540","inclined",4,"cl",0,0
"4343","inclined",4,"co",0,0
"1541","included",4,"cl",1,0
"1542","includes",2,"cl",1,0
"1543","including",4,"cl",0,0
"4345","including",2,"co",0,0
"1544","incoming",4,"cl",1,0
"1545","indi",2,"cl",1,1
"1546","indicator",2,"cl",1,0
"1547","indifferent",2,"cl",1,0
"1548","individual",18,"cl",0,0
"4349","individual",1,"co",0,0
"1549","individually",2,"cl",1,0
"1550","individuals",8,"cl",0,1
"4350","individuals",2,"co",0,0
"1551","indoors",2,"cl",1,0
"1552","indulge",6,"cl",1,0
"1553","indulgent",2,"cl",1,0
"1554","indulges",2,"cl",1,0
"1555","infant",2,"cl",1,0
"1556","influence",6,"cl",0,0
"4351","influence",1,"co",0,0
"1557","influenced",2,"cl",1,1
"1558","influences",2,"cl",1,0
"1559","informal",6,"cl",0,0
"4352","informal",2,"co",0,0
"1560","information",8,"cl",0,0
"4353","information",1,"co",0,0
"1561","informations",2,"cl",1,0
"1562","informative",2,"cl",0,1
"4354","informative",1,"co",0,1
"1563","informed",2,"cl",1,0
"1564","ing",4,"cl",1,0
"1565","ingeni",2,"cl",1,1
"1566","injection",2,"cl",1,0
"1567","injured",2,"cl",1,0
"1568","ink",2,"cl",1,0
"1569","inkscape",2,"cl",1,0
"1570","Inkscape",2,"cl",1,1
"1571","innit",6,"cl",1,0
"1572","inside",48,"cl",1,0
"1573","insight",4,"cl",1,1
"1574","inspiration",6,"cl",1,0
"1575","inspirational",2,"cl",1,0
"1576","inspired",4,"cl",1,0
"1577","Instagram",2,"cl",1,0
"1578","install",4,"cl",1,0
"1579","installation",4,"cl",1,0
"1580","installed",2,"cl",1,0
"1581","installs",2,"cl",1,0
"1582","instance",10,"cl",1,0
"1583","instances",2,"cl",0,1
"4359","instances",1,"co",0,0
"1584","instant",2,"cl",1,0
"1585","instantly",2,"cl",1,0
"1586","instead",4,"cl",0,0
"4360","instead",3,"co",0,0
"1587","institutions",2,"cl",1,0
"1588","instrument",4,"cl",1,0
"1589","instruments",4,"cl",1,0
"1590","insult",2,"cl",0,0
"4366","insult",1,"co",0,0
"1591","integrated",2,"cl",1,0
"1592","intellect",2,"cl",1,0
"1593","intend",2,"cl",1,0
"1594","inter",6,"cl",0,0
"4369","inter",1,"co",0,0
"1595","interact",4,"cl",1,0
"1596","interacting",2,"cl",0,0
"4370","interacting",1,"co",0,0
"1597","interaction",8,"cl",0,0
"4371","interaction",1,"co",0,0
"1598","interactions",6,"cl",1,0
"1599","interactive",8,"cl",0,1
"4372","interactive",1,"co",0,1
"1600","interest",20,"cl",0,0
"4374","interest",3,"co",0,0
"1601","interested",16,"cl",0,0
"4375","interested",12,"co",0,0
"1602","interesting",38,"cl",0,0
"4376","interesting",51,"co",0,1
"1603","interestingly",2,"cl",0,0
"4377","interestingly",1,"co",0,0
"1604","interests",8,"cl",1,0
"1605","internet",28,"cl",1,0
"1606","interpersonal",2,"cl",1,0
"1607","interpet",2,"cl",1,0
"1608","interpret",16,"cl",0,0
"4378","interpret",8,"co",0,1
"1609","interpretate",2,"cl",1,1
"1610","interpretates",2,"cl",1,1
"1611","interpretation",8,"cl",0,0
"4379","interpretation",4,"co",0,0
"1612","interpretations",2,"cl",1,0
"1613","interpreted",12,"cl",0,0
"4380","interpreted",6,"co",0,1
"1614","interpreting",4,"cl",0,1
"4381","interpreting",1,"co",0,0
"1615","intertwined",2,"cl",0,0
"4383","intertwined",1,"co",0,0
"1616","interview",2,"cl",0,0
"4384","interview",1,"co",0,0
"1617","interviewing",2,"cl",1,0
"1618","interviews",4,"cl",0,0
"4385","interviews",2,"co",0,0
"1619","into",106,"cl",0,0
"4386","into",38,"co",0,0
"1620","intricate",4,"cl",1,0
"1621","intrigued",2,"cl",1,0
"1622","introduced",2,"cl",1,0
"1623","invariably",8,"cl",1,0
"1624","invented",2,"cl",1,0
"1625","inventive",2,"cl",1,1
"1626","inversion",2,"cl",1,0
"1627","involuntary",4,"cl",1,0
"1628","involve",2,"cl",0,0
"4389","involve",1,"co",0,0
"1629","involved",10,"cl",0,0
"4390","involved",1,"co",0,0
"1630","involves",4,"cl",0,0
"4391","involves",3,"co",0,1
"1631","iOS",4,"cl",1,1
"1632","IQ",2,"cl",1,0
"1633","iron",2,"cl",1,1
"1634","irrelevant",2,"cl",1,1
"1635","is",1220,"cl",0,0
"4392","is",192,"co",0,1
"1636","island",6,"cl",1,0
"1637","islands",2,"cl",1,0
"1638","isolate",2,"cl",1,0
"1639","isolated",4,"cl",1,0
"1640","issue",4,"cl",1,0
"1641","it",3932,"cl",0,0
"4395","it",979,"co",0,0
"1642","it's",2,"cl",1,1
"1643","itching",2,"cl",1,0
"1644","its",6,"cl",0,0
"4397","its",1,"co",0,0
"1645","itself",6,"cl",1,0
"1646","j",12,"cl",0,0
"4398","j",2,"co",0,0
"1647","J",2,"cl",1,0
"1648","jam",2,"cl",1,0
"1649","Japanese",2,"cl",1,0
"1650","Java",20,"cl",1,1
"1651","Javascript",46,"cl",1,0
"1652","JDK",6,"cl",1,0
"1653","JDKs",2,"cl",1,0
"1654","jealous",18,"cl",1,0
"1655","jealousy",4,"cl",1,0
"1656","Jehovah",2,"cl",1,0
"1657","Jesus",2,"cl",1,0
"1658","Jewish",4,"cl",1,0
"1659","JK",2,"cl",1,0
"1660","job",20,"cl",0,0
"4399","job",3,"co",0,0
"1661","John",2,"cl",1,0
"1662","joined",2,"cl",1,0
"1663","joke",28,"cl",0,0
"4401","joke",3,"co",0,0
"1664","jokes",8,"cl",1,0
"1665","joking",4,"cl",1,0
"1666","journals",4,"cl",0,0
"4402","journals",2,"co",0,0
"1667","journey",4,"cl",0,0
"4403","journey",2,"co",0,0
"1668","journeys",2,"cl",1,0
"1669","joy",2,"cl",0,0
"4404","joy",1,"co",0,0
"1670","JPEG",4,"cl",1,0
"1671","JQuery",16,"cl",1,0
"1672","ju",2,"cl",1,0
"1673","judgement",2,"cl",1,0
"1674","Julie",2,"cl",1,0
"1675","jump",6,"cl",0,0
"4405","jump",1,"co",0,0
"1676","jungle",4,"cl",1,0
"1677","just",628,"cl",0,0
"4407","just",288,"co",0,0
"1678","justifies",2,"cl",1,1
"1679","justifying",2,"cl",1,0
"1680","k",2,"cl",1,0
"1681","keen",2,"cl",1,0
"1682","keep",36,"cl",0,0
"4409","keep",7,"co",0,0
"1683","keeping",2,"cl",1,0
"1684","keeps",10,"cl",1,0
"1685","kept",6,"cl",0,0
"4410","kept",5,"co",0,0
"1686","ketchup",4,"cl",1,0
"1687","keyboard",2,"cl",1,0
"1688","kicked",2,"cl",1,0
"1689","kid",10,"cl",1,0
"1690","kids",30,"cl",1,0
"1691","kill",8,"cl",1,0
"1692","killed",4,"cl",1,0
"1693","kind",438,"cl",0,0
"4412","kind",198,"co",0,0
"1694","kinda",24,"cl",0,0
"4413","kinda",5,"co",0,0
"1695","kindergarten",4,"cl",1,0
"1696","kinds",4,"cl",0,0
"4414","kinds",2,"co",0,0
"1697","king",4,"cl",1,0
"1698","King",6,"cl",1,0
"1699","Kit",2,"cl",1,0
"1700","kitchen",2,"cl",1,0
"1701","kn",4,"cl",0,0
"4415","kn",1,"co",0,0
"1702","knew",6,"cl",0,0
"4416","knew",3,"co",0,0
"1703","knife",12,"cl",1,0
"1704","knit",4,"cl",1,0
"1705","know",1130,"cl",0,0
"4417","know",411,"co",0,0
"1706","knowedge",2,"cl",1,0
"1707","knowing",2,"cl",0,0
"4418","knowing",2,"co",0,0
"1708","knowledge",20,"cl",0,0
"4419","knowledge",1,"co",0,0
"1709","known",10,"cl",1,0
"1710","knows",6,"cl",1,1
"1711","Kong",8,"cl",1,0
"1712","l",48,"cl",0,0
"4420","l",7,"co",0,0
"1713","L",10,"cl",1,0
"1714","la",4,"cl",1,0
"1715","labourers",2,"cl",1,1
"1716","lack",2,"cl",0,0
"4422","lack",2,"co",0,0
"1717","lad",2,"cl",1,0
"1718","ladder",2,"cl",1,0
"1719","ladies",2,"cl",1,0
"1720","lads",2,"cl",1,0
"1721","lady",14,"cl",1,0
"1722","lakes",2,"cl",1,0
"1723","lamb",2,"cl",1,0
"1724","land",2,"cl",1,0
"1725","lang",6,"cl",1,0
"1726","language",224,"cl",0,0
"4424","language",70,"co",0,0
"1727","languages",4,"cl",1,0
"1728","laptop",12,"cl",1,0
"1729","larger",2,"cl",1,0
"1730","lassie",2,"cl",1,0
"1731","last",10,"cl",0,0
"4427","last",8,"co",0,0
"1732","late",4,"cl",1,0
"1733","later",16,"cl",0,0
"4428","later",1,"co",0,0
"1734","laterally",4,"cl",1,0
"1735","laugh",22,"cl",1,0
"1736","laughing",4,"cl",1,0
"1737","laundry",2,"cl",1,0
"1738","laureate",2,"cl",1,0
"1739","Lawrence",6,"cl",1,0
"1740","layout",2,"cl",1,0
"1741","lea",2,"cl",1,0
"1742","lead",4,"cl",0,0
"4432","lead",1,"co",0,0
"1743","leads",14,"cl",1,0
"1744","leaflet",4,"cl",1,0
"1745","leafy",2,"cl",1,0
"1746","leaps",2,"cl",1,0
"1747","learn",46,"cl",0,0
"4435","learn",6,"co",0,0
"1748","learned",4,"cl",0,0
"4436","learned",2,"co",0,0
"1749","learning",18,"cl",0,0
"4437","learning",3,"co",0,0
"1750","learnt",6,"cl",0,0
"4438","learnt",1,"co",0,0
"1751","least",8,"cl",0,0
"4439","least",8,"co",0,0
"1752","leave",12,"cl",1,0
"1753","leaves",2,"cl",1,0
"1754","leaving",8,"cl",1,0
"1755","lecture",2,"cl",1,0
"1756","lecturer",2,"cl",1,0
"1757","lecturers",2,"cl",0,0
"4440","lecturers",1,"co",0,0
"1758","left",20,"cl",0,0
"4441","left",2,"co",0,0
"1759","leg",4,"cl",1,0
"1760","legs",2,"cl",1,0
"1761","lemon",6,"cl",1,0
"1762","lend",4,"cl",1,0
"1763","length",14,"cl",1,0
"1764","lent",4,"cl",1,0
"1765","less",10,"cl",0,0
"4442","less",6,"co",0,1
"1766","lessons",6,"cl",1,0
"1767","let",50,"cl",0,0
"4443","let",10,"co",0,0
"1768","lets",2,"cl",1,0
"1769","letters",2,"cl",0,0
"4444","letters",2,"co",0,0
"1770","Leukaemia",2,"cl",1,0
"1771","level",14,"cl",0,0
"4446","level",1,"co",0,0
"1772","levelled",2,"cl",1,0
"1773","li",8,"cl",0,0
"4447","li",1,"co",0,0
"1774","liberty",4,"cl",1,0
"1775","license",4,"cl",1,0
"1776","lie",4,"cl",0,0
"4448","lie",1,"co",0,0
"1777","life",154,"cl",0,0
"4449","life",7,"co",0,0
"1778","lifelong",2,"cl",1,0
"1779","light",10,"cl",1,0
"1780","lighter",2,"cl",0,0
"4452","lighter",1,"co",0,0
"1781","lighting",4,"cl",1,0
"1782","lightness",2,"cl",1,0
"1783","Lightroom",2,"cl",1,0
"1784","like",2376,"cl",0,0
"4454","like",803,"co",0,0
"1785","liked",2,"cl",0,0
"4455","liked",3,"co",0,0
"1786","likes",10,"cl",0,0
"4456","likes",1,"co",0,0
"1787","limit",2,"cl",1,0
"1788","limitations",2,"cl",1,0
"1789","limited",2,"cl",0,0
"4457","limited",1,"co",0,0
"1790","line",82,"cl",0,0
"4458","line",5,"co",0,0
"1791","lines",10,"cl",0,0
"4459","lines",1,"co",0,0
"1792","linguistic",2,"cl",1,0
"1793","linguistically",6,"cl",1,0
"1794","linguistics",4,"cl",0,0
"4460","linguistics",1,"co",0,0
"1795","link",8,"cl",0,0
"4461","link",18,"co",0,0
"1796","linked",6,"cl",0,0
"4462","linked",12,"co",0,0
"1797","linking",6,"cl",1,0
"1798","links",10,"cl",0,0
"4463","links",7,"co",0,0
"1799","lint",6,"cl",1,0
"1800","linting",4,"cl",1,0
"1801","lion",2,"cl",1,0
"1802","lip",2,"cl",1,0
"1803","lis",2,"cl",1,0
"1804","list",6,"cl",0,0
"4464","list",3,"co",0,0
"1805","listen",62,"cl",0,0
"4465","listen",1,"co",0,0
"1806","listener",6,"cl",1,0
"1807","listening",30,"cl",0,0
"4466","listening",1,"co",0,0
"1808","listens",2,"cl",1,0
"1809","literally",12,"cl",0,0
"4467","literally",4,"co",0,0
"1810","literature",8,"cl",0,0
"4469","literature",4,"co",0,0
"1811","little",62,"cl",0,0
"4470","little",42,"co",0,0
"1812","live",18,"cl",0,0
"4471","live",1,"co",0,0
"1813","lived",4,"cl",1,0
"1814","lives",8,"cl",1,0
"1815","living",16,"cl",0,0
"4473","living",1,"co",0,0
"1816","Lloyds",4,"cl",1,0
"1817","lo",2,"cl",1,0
"1818","load",8,"cl",0,0
"4474","load",1,"co",0,0
"1819","loads",12,"cl",0,0
"4476","loads",1,"co",0,0
"1820","local",8,"cl",1,0
"1821","locally",2,"cl",1,0
"1822","location",16,"cl",1,0
"1823","lockdown",18,"cl",1,0
"1824","locked",2,"cl",1,0
"1825","logical",10,"cl",0,0
"4479","logical",1,"co",0,0
"1826","logo",4,"cl",1,0
"1827","London",24,"cl",1,0
"1828","long",60,"cl",0,0
"4481","long",6,"co",0,0
"1829","longer",2,"cl",1,0
"1830","look",116,"cl",0,0
"4482","look",21,"co",0,0
"1831","looked",10,"cl",0,0
"4483","looked",5,"co",0,0
"1832","looking",44,"cl",0,0
"4484","looking",19,"co",0,0
"1833","looks",8,"cl",0,0
"4485","looks",2,"co",0,0
"1834","loop",12,"cl",1,0
"1835","lost",12,"cl",0,0
"4488","lost",4,"co",0,0
"1836","lot",210,"cl",0,0
"4489","lot",59,"co",0,0
"1837","lots",8,"cl",0,0
"4490","lots",7,"co",0,0
"1838","loud",6,"cl",1,0
"1839","lounging",4,"cl",1,0
"1840","love",52,"cl",0,0
"4491","love",7,"co",0,0
"1841","lovely",12,"cl",0,0
"4492","lovely",1,"co",0,0
"1842","lovers",2,"cl",1,0
"1843","loves",2,"cl",1,0
"1844","low",8,"cl",0,0
"4493","low",2,"co",0,0
"1845","lower",4,"cl",1,0
"1846","luck",4,"cl",0,0
"4494","luck",1,"co",0,0
"1847","luckily",2,"cl",1,0
"1848","lucky",6,"cl",1,0
"1849","lull",2,"cl",1,0
"1850","lunch",2,"cl",1,0
"1851","lyric",2,"cl",1,0
"1852","lyrics",16,"cl",0,0
"4496","lyrics",2,"co",0,0
"1853","m",82,"cl",0,0
"4497","m",5,"co",0,0
"1854","ma",2,"cl",1,0
"1855","macro",4,"cl",1,0
"1856","mad",2,"cl",0,0
"4499","mad",1,"co",0,0
"1857","made",14,"cl",0,0
"4500","made",12,"co",0,0
"1858","maelstrom",2,"cl",1,0
"1859","magic",2,"cl",1,0
"1860","main",58,"cl",0,0
"4503","main",3,"co",0,0
"1861","mainly",10,"cl",0,0
"4504","mainly",3,"co",0,0
"1862","maintenance",2,"cl",1,0
"1863","major",2,"cl",0,0
"4505","major",1,"co",0,0
"1864","majority",2,"cl",1,1
"1865","make",148,"cl",0,0
"4506","make",40,"co",0,0
"1866","makes",42,"cl",0,0
"4507","makes",28,"co",0,0
"1867","makeup",8,"cl",1,0
"1868","making",36,"cl",0,0
"4509","making",10,"co",0,0
"1869","mama",4,"cl",1,0
"1870","man",116,"cl",0,0
"4510","man",1,"co",0,0
"1871","managed",4,"cl",1,0
"1872","manager",2,"cl",1,0
"1873","manages",2,"cl",1,0
